%
%
% Run:2017  Table:COMPGRID          SWAN version:41.10A
%
%       Xp            Yp            Depth         Hsig          Tm_10         TPsmoo        Tm01          Tm02          Dir           Dspr          Steepn        Dissip        Ssurf         Sfric         Swcap         Redist        Snl3          Snl4          Genera        Swind    
%       [m]           [m]           [m]           [m]           [sec]         [sec]         [sec]         [sec]         [degr]        [degr]        [ ]           [m2/s]        [m2/s]        [m2/s]        [m2/s]        [m2/s]        [m2/s]        [m2/s]        [m2/s]        [m2/s]   
%
           0.            0.       19.0000       2.00750        9.0053       10.0163        8.2125        7.3452         0.000       31.5091     0.0270464     0.0000000     0.0000000     0.0000000     0.0000000     0.0000000     0.0000000     0.0000000     0.0000000     0.0000000 
           0.            0.       19.0000       2.00749        9.0053       10.0163        8.2125        7.3452         0.000       31.5091     0.0270463     0.0000234     0.0000000     0.0000227     0.0000007     0.0000000     0.0000000     0.0000000     0.0000000     0.0000000 
           1.            0.       19.0000       2.00748        9.0053       10.0163        8.2125        7.3452         0.000       31.5090     0.0270462     0.0000234     0.0000000     0.0000227     0.0000007     0.0000000     0.0000000     0.0000000     0.0000000     0.0000000 
           2.            0.       19.0000       2.00748        9.0053       10.0163        8.2125        7.3452         0.000       31.5090     0.0270461     0.0000234     0.0000000     0.0000227     0.0000007     0.0000000     0.0000000     0.0000000     0.0000000     0.0000000 
           2.            0.       19.0000       2.00747        9.0053       10.0163        8.2125        7.3451         0.000       31.5089     0.0270460     0.0000234     0.0000000     0.0000227     0.0000007     0.0000000     0.0000000     0.0000000     0.0000000     0.0000000 
           2.            0.       19.0000       2.00746        9.0053       10.0163        8.2125        7.3451         0.000       31.5089     0.0270460     0.0000234     0.0000000     0.0000227     0.0000007     0.0000000     0.0000000     0.0000000     0.0000000     0.0000000 
           3.            0.       19.0000       2.00745        9.0052       10.0163        8.2125        7.3451         0.000       31.5088     0.0270459     0.0000234     0.0000000     0.0000227     0.0000007     0.0000000     0.0000000     0.0000000     0.0000000     0.0000000 
           4.            0.       19.0000       2.00745        9.0052       10.0163        8.2125        7.3451         0.000       31.5088     0.0270458     0.0000234     0.0000000     0.0000227     0.0000007     0.0000000     0.0000000     0.0000000     0.0000000     0.0000000 
           4.            0.       19.0000       2.00744        9.0052       10.0163        8.2125        7.3451         0.000       31.5087     0.0270457     0.0000234     0.0000000     0.0000227     0.0000007     0.0000000     0.0000000     0.0000000     0.0000000     0.0000000 
           4.            0.       19.0000       2.00743        9.0052       10.0163        8.2125        7.3451         0.000       31.5087     0.0270456     0.0000234     0.0000000     0.0000227     0.0000007     0.0000000     0.0000000     0.0000000     0.0000000     0.0000000 
           5.            0.       19.0000       2.00743        9.0052       10.0163        8.2125        7.3451         0.000       31.5086     0.0270455     0.0000234     0.0000000     0.0000227     0.0000007     0.0000000     0.0000000     0.0000000     0.0000000     0.0000000 
           6.            0.       19.0000       2.00742        9.0052       10.0163        8.2125        7.3451         0.000       31.5086     0.0270454     0.0000234     0.0000000     0.0000227     0.0000007     0.0000000     0.0000000     0.0000000     0.0000000     0.0000000 
           6.            0.       19.0000       2.00741        9.0052       10.0163        8.2125        7.3451         0.000       31.5085     0.0270453     0.0000234     0.0000000     0.0000227     0.0000007     0.0000000     0.0000000     0.0000000     0.0000000     0.0000000 
           6.            0.       19.0000       2.00741        9.0052       10.0163        8.2125        7.3451         0.000       31.5085     0.0270452     0.0000234     0.0000000     0.0000227     0.0000007     0.0000000     0.0000000     0.0000000     0.0000000     0.0000000 
           7.            0.       19.0000       2.00740        9.0052       10.0163        8.2125        7.3451         0.000       31.5084     0.0270451     0.0000234     0.0000000     0.0000227     0.0000007     0.0000000     0.0000000     0.0000000     0.0000000     0.0000000 
           8.            0.       19.0000       2.00739        9.0052       10.0163        8.2125        7.3451         0.000       31.5084     0.0270450     0.0000234     0.0000000     0.0000227     0.0000007     0.0000000     0.0000000     0.0000000     0.0000000     0.0000000 
           8.            0.       19.0000       2.00738        9.0052       10.0163        8.2125        7.3451         0.000       31.5083     0.0270449     0.0000234     0.0000000     0.0000227     0.0000007     0.0000000     0.0000000     0.0000000     0.0000000     0.0000000 
           8.            0.       19.0000       2.00738        9.0052       10.0163        8.2125        7.3451         0.000       31.5083     0.0270448     0.0000234     0.0000000     0.0000227     0.0000007     0.0000000     0.0000000     0.0000000     0.0000000     0.0000000 
           9.            0.       19.0000       2.00737        9.0052       10.0163        8.2125        7.3451         0.000       31.5083     0.0270447     0.0000234     0.0000000     0.0000227     0.0000007     0.0000000     0.0000000     0.0000000     0.0000000     0.0000000 
          10.            0.       19.0000       2.00736        9.0052       10.0163        8.2125        7.3451         0.000       31.5082     0.0270446     0.0000234     0.0000000     0.0000227     0.0000007     0.0000000     0.0000000     0.0000000     0.0000000     0.0000000 
          10.            0.       19.0000       2.00736        9.0052       10.0163        8.2125        7.3451         0.000       31.5081     0.0270445     0.0000234     0.0000000     0.0000227     0.0000007     0.0000000     0.0000000     0.0000000     0.0000000     0.0000000 
          10.            0.       19.0000       2.00735        9.0052       10.0163        8.2125        7.3451         0.000       31.5081     0.0270445     0.0000234     0.0000000     0.0000227     0.0000007     0.0000000     0.0000000     0.0000000     0.0000000     0.0000000 
          11.            0.       19.0000       2.00734        9.0052       10.0163        8.2125        7.3451         0.000       31.5081     0.0270444     0.0000234     0.0000000     0.0000227     0.0000007     0.0000000     0.0000000     0.0000000     0.0000000     0.0000000 
